make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_rub,region
2022,20.32,4000,Diesel,2,Nissan,Automatic,Blue,Partial,1,Yes,1253423,Юг
2015,12.6,2500,Electric,4,Nissan,Automatic,Red,Full,0,Yes,921189,Дальний Восток
2014,14.53,2500,Diesel,4,Chevrolet,Manual,White,Full,1,No,568033,СПб
2006,19.56,1500,Diesel,4,Toyota,Automatic,Silver,Full,1,Yes,484434,Москва
2010,17.44,5000,Petrol,4,Ford,Manual,White,Unknown,0,Yes,994293,Урал
2015,12.34,1000,Diesel,4,Chevrolet,Manual,White,Full,1,Yes,516125,Урал
2018,22.46,1000,Diesel,1,Toyota,Manual,White,Full,0,Yes,886912,СПб
2004,21.13,3000,Petrol,4,Volkswagen,Automatic,Black,Full,1,Yes,561188,СПб
2007,15.94,2500,Petrol,5,Ford,Manual,White,Full,0,Yes,560987,Урал
2011,11.12,1200,Diesel,5,Toyota,Manual,Silver,Full,1,Yes,439762,Москва
1995,23.9,1500,Petrol,2,Volkswagen,Manual,White,Partial,1,Yes,412097,Урал
2017,24.61,2000,Diesel,5,BMW,Manual,Silver,Partial,0,Yes,447436,Москва
2018,18.12,1800,Diesel,3,Volkswagen,Automatic,Red,Unknown,0,Yes,581871,Юг
2009,22.39,5000,Diesel,1,Kia,Manual,White,Full,0,Yes,1130527,Урал
2003,12.32,5000,Diesel,5,BMW,Manual,Black,Unknown,1,Yes,715232,Москва
2002,19.41,1000,Diesel,4,Kia,Manual,Black,Full,0,Yes,432925,Дальний Восток
2011,22.03,800,Electric,2,Kia,Manual,Blue,Partial,0,Yes,850784,Дальний Восток
2019,20.98,800,Diesel,3,Chevrolet,Manual,Black,Full,0,Yes,646905,Дальний Восток
1999,21.45,1000,Petrol,5,Volkswagen,Manual,Gray,Full,0,Yes,95000,Москва
2018,5.0,5000,Petrol,5,Ford,Manual,Red,Partial,0,Yes,911002,Дальний Восток
2011,9.37,800,Petrol,2,Nissan,Manual,Silver,Unknown,0,Yes,376722,Юг
1995,10.59,2500,Diesel,2,Kia,Manual,White,Partial,0,No,435015,Сибирь
2008,14.52,4000,Petrol,5,Ford,Manual,Blue,Unknown,1,No,1013649,Юг
2012,18.69,3000,Petrol,2,Nissan,Manual,Red,Full,1,Yes,901031,СПб
2003,14.88,1000,Petrol,1,Nissan,Manual,Red,Partial,0,Yes,447587,Москва
1997,20.04,1000,Petrol,1,BMW,Manual,Red,Full,0,No,549547,СПб
2016,21.89,5000,Petrol,4,Volkswagen,Manual,Silver,Unknown,0,Yes,1147484,Юг
2021,17.1,2500,Diesel,4,Toyota,Manual,Red,Unknown,1,Yes,789616,Дальний Восток
2008,11.11,1500,Diesel,3,Volkswagen,Manual,White,Unknown,0,Yes,274669,Юг
2001,29.62,4000,Petrol,1,Toyota,Automatic,Red,Full,1,Yes,788859,Сибирь
2004,17.82,1500,Petrol,4,Kia,Manual,Gray,Partial,1,Yes,447881,Сибирь
2012,9.42,3000,Petrol,1,Nissan,Manual,Red,Full,0,Yes,761148,Юг
2001,10.99,3000,Diesel,1,BMW,Manual,Gray,Partial,0,Yes,609079,Дальний Восток
2007,16.28,1800,Diesel,5,BMW,Automatic,Red,Full,0,Yes,315896,Москва
2002,14.98,800,Diesel,4,Kia,Manual,Gray,Partial,0,No,306881,Юг
2005,14.83,2000,Petrol,5,Toyota,Manual,Red,Full,1,Yes,486046,Дальний Восток
1995,21.94,3000,Diesel,3,Volkswagen,Manual,Black,Partial,0,Yes,662014,Урал
2015,16.79,2500,Diesel,4,Kia,Manual,Blue,Full,3,Yes,766439,Юг
2021,15.97,1500,Petrol,2,Nissan,Automatic,Red,Full,0,Yes,655603,Сибирь
2000,19.98,1000,Diesel,2,Nissan,Manual,White,Partial,0,Yes,283442,Дальний Восток
1998,19.75,1200,Petrol,4,Ford,Manual,Silver,Full,0,Yes,254990,Дальний Восток
2009,11.35,1000,Petrol,2,Nissan,Manual,Blue,Unknown,0,Yes,471811,Юг
2020,13.56,1800,Petrol,2,Hyundai,Automatic,Silver,Full,0,Yes,553729,Юг
2003,17.44,1000,Diesel,4,Ford,Automatic,Black,Partial,1,Yes,357723,СПб
2021,18.18,5000,Petrol,3,BMW,Manual,Silver,Partial,1,Yes,1140136,Юг
2006,15.56,5000,Petrol,4,Hyundai,Automatic,Gray,Unknown,0,Yes,894471,Дальний Восток
2002,16.98,4000,Petrol,1,Volkswagen,Manual,Red,Full,0,Yes,833772,Юг
2009,21.74,800,Diesel,5,Tesla,Manual,Black,Full,0,Yes,351560,Москва
2007,25.2,1200,Diesel,4,Tesla,Manual,Gray,Full,0,Yes,472327,СПб
2011,21.22,2000,Petrol,5,Volkswagen,Automatic,Silver,Full,0,Yes,548730,Дальний Восток
1999,16.44,1800,Petrol,5,Kia,Automatic,Black,Full,0,Yes,324950,СПб
2003,16.6,1500,Diesel,3,BMW,Automatic,Red,Partial,2,Yes,392171,Сибирь
2006,13.86,1200,Petrol,1,Ford,Manual,Red,Full,1,Yes,577918,Сибирь
2006,15.55,1000,Diesel,5,Chevrolet,Automatic,White,Full,1,Yes,352701,Дальний Восток
2010,14.19,5000,Petrol,5,Chevrolet,Manual,Red,Full,0,Yes,962803,СПб
2005,8.56,2500,Diesel,2,Hyundai,Manual,Silver,Partial,0,No,449071,Москва
2013,19.66,4000,Diesel,5,BMW,Automatic,White,Full,0,Yes,893413,СПб
1998,5.0,1500,Petrol,4,Volkswagen,Manual,Silver,Partial,2,No,327909,Урал
2017,22.66,5000,Diesel,5,Tesla,Manual,Red,Full,1,Yes,992675,Сибирь
2007,16.82,2500,Petrol,4,BMW,Manual,Black,Unknown,0,No,562914,Сибирь
2011,16.89,5000,Petrol,4,Ford,Manual,Silver,Full,0,Yes,725640,Урал
2002,20.51,2500,Petrol,2,BMW,Automatic,Gray,Partial,0,Yes,609008,СПб
2013,19.91,1800,Petrol,3,Volkswagen,Manual,Blue,Full,0,Yes,736055,Урал
2000,12.69,4000,Diesel,4,Tesla,Automatic,Black,Full,1,No,677189,Юг
2017,23.18,2000,Petrol,5,Honda,Manual,Black,Partial,0,No,784214,Урал
2023,17.19,5000,Petrol,1,Volkswagen,Manual,Black,Full,1,No,1251613,Юг
2019,21.65,1200,Petrol,3,Tesla,Manual,Gray,Partial,0,Yes,569896,Москва
2010,19.89,1000,Petrol,5,Volkswagen,Manual,Silver,Full,1,Yes,268187,СПб
2002,15.44,5000,Petrol,1,Kia,Automatic,Blue,Partial,0,Yes,856798,СПб
2011,12.43,3000,Diesel,5,BMW,Automatic,Red,Full,0,Yes,797826,Урал
2017,21.06,800,Diesel,4,BMW,Automatic,Red,Unknown,0,Yes,543468,Юг
1996,16.5,5000,Petrol,4,Toyota,Automatic,White,Full,0,No,722739,Сибирь
1997,21.38,2000,Petrol,2,Nissan,Automatic,Silver,Partial,1,Yes,615763,Сибирь
2023,9.11,5000,Petrol,3,Honda,Automatic,Silver,Full,1,Yes,1103054,Урал
2007,11.55,2500,Diesel,2,Nissan,Automatic,Blue,Full,0,Yes,540951,Дальний Восток
2012,17.94,1200,Petrol,4,Chevrolet,Automatic,Black,Partial,0,No,478688,Урал
1998,17.26,1200,Electric,1,Toyota,Manual,Blue,Full,1,Yes,793488,СПб
2022,16.46,1800,Petrol,4,Hyundai,Manual,Silver,Full,1,Yes,634572,Юг
1999,14.49,2500,Electric,3,Tesla,Manual,Blue,Full,1,Yes,711322,Москва
2016,15.86,5000,Petrol,2,Toyota,Automatic,Silver,Unknown,1,Yes,1113665,СПб
2011,20.0,800,Diesel,2,Ford,Automatic,White,Full,0,Yes,356906,СПб
2015,11.75,5000,Petrol,2,Volkswagen,Automatic,Gray,Full,0,Yes,913492,Москва
2006,15.85,5000,Diesel,1,Honda,Automatic,White,Unknown,0,Yes,1075027,Дальний Восток
2000,8.55,1200,Petrol,2,Volkswagen,Manual,Black,Full,0,Yes,244140,Юг
2013,24.89,800,Diesel,5,Tesla,Manual,Black,Full,0,Yes,377699,Сибирь
2017,17.14,1000,Diesel,1,Nissan,Manual,White,Full,1,Yes,859528,Сибирь
2006,19.01,1800,Electric,5,BMW,Manual,Silver,Partial,0,No,785608,Юг
2011,14.35,1500,Diesel,2,Honda,Manual,Blue,Unknown,0,Yes,539720,СПб
2016,20.84,1000,Diesel,5,Toyota,Manual,Blue,Partial,0,Yes,481103,Урал
2008,21.53,3000,Petrol,2,Chevrolet,Automatic,Gray,Full,1,Yes,775103,Урал
2004,19.35,1800,Petrol,3,Nissan,Automatic,Gray,Full,3,Yes,462885,Урал
1997,9.57,5000,Petrol,4,Tesla,Automatic,Black,Full,0,Yes,522562,СПб
2002,15.85,2500,Petrol,3,BMW,Manual,Gray,Unknown,1,Yes,489710,Сибирь
2002,24.43,1000,Electric,3,Chevrolet,Automatic,Blue,Partial,0,Yes,740230,Дальний Восток
2011,21.97,3000,Petrol,5,Chevrolet,Manual,Red,Full,1,No,751729,СПб
2002,14.92,3000,Diesel,4,Toyota,Manual,Gray,Full,0,Yes,667841,Москва
1998,21.77,1200,Petrol,4,BMW,Manual,Silver,Unknown,1,No,576200,Дальний Восток
2011,23.97,2500,Diesel,4,BMW,Automatic,Blue,Unknown,2,Yes,725278,Урал
2007,19.21,1200,Electric,3,BMW,Automatic,White,Unknown,0,Yes,729382,Юг
2013,22.1,3000,Petrol,1,Nissan,Manual,Gray,Full,0,No,790917,Сибирь
2015,22.22,800,Diesel,5,Hyundai,Automatic,Gray,Partial,0,Yes,418693,Сибирь
1998,16.4,800,Petrol,5,Chevrolet,Manual,White,Partial,0,Yes,362037,СПб
1997,20.02,2500,Diesel,2,BMW,Automatic,Gray,Partial,2,Yes,618478,Урал
2023,19.45,1500,Petrol,1,BMW,Manual,Blue,Full,0,No,772907,Дальний Восток
2009,12.69,1800,Petrol,2,Volkswagen,Manual,Gray,Partial,1,No,617031,СПб
2017,18.44,1200,Petrol,2,Volkswagen,Manual,Silver,Full,0,Yes,639441,Урал
2023,11.66,4000,Diesel,2,Chevrolet,Manual,Gray,Partial,0,Yes,931220,Юг
2013,12.68,1000,Diesel,5,Nissan,Manual,Blue,Full,0,Yes,281996,СПб
1995,17.33,800,Petrol,5,Honda,Manual,Blue,Unknown,2,Yes,271938,Дальний Восток
2003,26.41,1800,Petrol,1,Hyundai,Manual,Red,Partial,0,Yes,719524,СПб
2006,18.08,4000,Electric,3,Nissan,Manual,Red,Partial,0,Yes,949989,Дальний Восток
2005,20.95,4000,Petrol,2,Kia,Manual,Black,Unknown,0,Yes,731591,Урал
2009,21.51,2500,Diesel,5,Honda,Automatic,White,Full,0,Yes,623226,СПб
2002,19.75,3000,Diesel,2,Ford,Automatic,Black,Full,0,Yes,642196,Урал
1998,10.63,4000,Petrol,5,Ford,Manual,Blue,Unknown,0,Yes,525277,Дальний Восток
2021,20.29,1500,Diesel,5,Kia,Automatic,White,Unknown,0,No,622729,Сибирь
2001,20.13,5000,Petrol,4,Tesla,Manual,Gray,Full,0,Yes,1103991,Юг
2016,14.59,2500,Petrol,5,BMW,Manual,White,Partial,0,Yes,586098,Москва
2001,21.82,800,Petrol,4,Hyundai,Manual,Blue,Unknown,0,Yes,570609,Урал
1999,14.89,2000,Electric,3,BMW,Automatic,Blue,Unknown,1,Yes,782590,Москва
1999,23.57,1500,Electric,5,Nissan,Manual,Red,Unknown,1,Yes,674588,СПб
2019,20.95,1200,Petrol,1,Hyundai,Automatic,Gray,Full,0,Yes,738041,Юг
2014,17.85,1800,Diesel,1,Kia,Manual,Gray,Full,1,Yes,724482,СПб
2007,14.95,3000,Petrol,3,Ford,Manual,White,Full,0,Yes,834695,Москва
2010,15.01,1500,Diesel,5,Honda,Manual,Black,Partial,0,Yes,464683,СПб
2003,14.15,1800,Petrol,5,Toyota,Manual,Silver,Unknown,0,Yes,177332,Юг
2006,13.32,2000,Petrol,4,Honda,Automatic,Gray,Full,1,Yes,460560,СПб
1998,7.9,2500,Petrol,1,Hyundai,Manual,Silver,Full,0,No,617308,СПб
2009,19.79,1200,Petrol,1,Honda,Manual,Black,Partial,0,Yes,660775,Урал
2019,18.23,5000,Petrol,4,Nissan,Manual,Blue,Partial,0,Yes,1240288,Юг
2011,18.15,4000,Diesel,2,Kia,Manual,Blue,Partial,1,Yes,996228,Дальний Восток
2003,24.89,3000,Petrol,5,Tesla,Automatic,Blue,Full,0,Yes,775152,СПб
1997,14.52,1800,Electric,4,BMW,Manual,White,Partial,1,Yes,739329,Дальний Восток
2004,8.47,2500,Diesel,5,Hyundai,Manual,Black,Unknown,0,Yes,267972,Урал
2012,21.41,3000,Petrol,2,Hyundai,Manual,Red,Full,0,Yes,901818,Дальний Восток
2010,21.39,4000,Petrol,5,BMW,Automatic,Gray,Full,0,Yes,840429,Урал
2017,10.38,2000,Petrol,5,Hyundai,Manual,Red,Unknown,0,No,478790,СПб
2018,17.39,4000,Diesel,1,Nissan,Manual,Black,Full,1,Yes,1146266,Юг
2004,25.03,4000,Diesel,1,Tesla,Automatic,White,Unknown,1,Yes,797773,Сибирь
2005,23.02,1800,Diesel,1,BMW,Manual,Red,Unknown,0,Yes,855961,Москва
2022,25.54,1800,Diesel,3,Kia,Manual,White,Full,0,No,788392,Москва
2002,19.26,5000,Electric,4,Honda,Manual,Gray,Unknown,1,Yes,1325131,Сибирь
2019,24.25,1000,Petrol,1,Chevrolet,Manual,Gray,Partial,1,Yes,854747,Урал
2011,22.75,4000,Petrol,1,BMW,Manual,Blue,Partial,1,No,1036659,Урал
2010,9.68,1000,Petrol,3,Nissan,Manual,Gray,Full,0,Yes,460855,Урал
1999,15.36,3000,Diesel,3,Nissan,Automatic,Black,Partial,1,Yes,615691,Юг
1996,20.31,2500,Petrol,2,Kia,Manual,Red,Full,0,Yes,544771,Юг
1998,5.0,5000,Petrol,3,Tesla,Manual,Gray,Full,0,Yes,686171,Юг
2022,21.16,5000,Diesel,4,Hyundai,Manual,Black,Unknown,0,Yes,1143751,Урал
2009,20.52,1000,Petrol,1,Chevrolet,Manual,Blue,Unknown,0,Yes,580599,Юг
2023,19.34,5000,Electric,3,Tesla,Automatic,Blue,Full,1,Yes,1342474,Урал
2007,13.0,1000,Petrol,3,BMW,Manual,Blue,Full,0,No,356854,Урал
2010,19.78,1500,Petrol,4,Hyundai,Manual,Silver,Full,0,Yes,586991,Дальний Восток
2018,18.15,5000,Petrol,1,BMW,Manual,Blue,Full,0,Yes,1180832,Москва
2012,21.73,2500,Diesel,2,Ford,Automatic,Silver,Unknown,0,No,765710,Москва
2023,18.36,800,Diesel,3,Toyota,Manual,White,Unknown,1,Yes,735693,Урал
2020,18.44,800,Petrol,4,Volkswagen,Manual,Blue,Unknown,2,Yes,482406,Юг
1998,18.18,2000,Diesel,1,Toyota,Automatic,Gray,Full,0,Yes,426616,Юг
2001,20.77,2500,Petrol,1,Tesla,Automatic,White,Unknown,0,Yes,669027,Юг
2020,16.37,5000,Diesel,2,Tesla,Automatic,Gray,Full,1,Yes,1231972,Дальний Восток
1997,27.97,800,Petrol,1,Chevrolet,Automatic,Black,Partial,0,Yes,621317,СПб
1996,15.06,5000,Petrol,2,BMW,Manual,Silver,Full,1,Yes,906831,Москва
2002,15.72,2000,Petrol,5,Honda,Manual,White,Full,1,No,410941,Урал
2008,13.97,3000,Petrol,3,Toyota,Manual,Gray,Unknown,1,No,477282,СПб
2016,17.29,2500,Diesel,4,Chevrolet,Automatic,Red,Full,0,No,664894,Урал
1995,21.39,5000,Diesel,5,Volkswagen,Automatic,Black,Full,2,No,769759,Юг
2015,16.8,1200,Diesel,3,BMW,Manual,Blue,Full,0,Yes,700348,Юг
2023,10.39,1000,Petrol,4,Nissan,Automatic,Silver,Partial,1,Yes,628426,Юг
1999,16.57,1800,Petrol,2,Ford,Manual,Gray,Partial,1,Yes,528804,СПб
2021,23.45,1500,Diesel,1,Kia,Automatic,White,Full,1,Yes,964105,Сибирь
2022,16.13,1800,Petrol,4,Ford,Manual,Blue,Full,2,Yes,792760,Дальний Восток
2013,19.74,2500,Diesel,5,Ford,Manual,Blue,Full,0,Yes,640148,Дальний Восток
2018,17.26,1000,Petrol,5,Hyundai,Manual,Black,Full,1,Yes,505680,Урал
2017,18.16,1500,Diesel,1,Toyota,Manual,Red,Unknown,1,Yes,754061,Юг
2009,18.72,1800,Diesel,4,BMW,Automatic,White,Unknown,0,Yes,605426,Сибирь
2007,26.51,800,Petrol,5,Kia,Automatic,Gray,Full,0,No,272366,СПб
2023,21.3,4000,Petrol,1,Tesla,Automatic,Blue,Partial,1,No,1359932,Москва
1997,16.03,3000,Petrol,3,Hyundai,Manual,White,Unknown,1,Yes,747331,СПб
2021,15.34,2500,Petrol,2,Nissan,Automatic,Black,Full,0,Yes,826439,Москва
1997,29.69,1500,Petrol,3,Ford,Automatic,White,Full,0,Yes,520294,Юг
2007,7.67,2000,Diesel,2,Hyundai,Manual,White,Unknown,3,No,581675,СПб
2004,7.14,1500,Petrol,3,Hyundai,Manual,Blue,Partial,0,No,546897,Дальний Восток
2000,20.78,2000,Diesel,1,BMW,Automatic,Silver,Partial,0,Yes,579126,Сибирь
1995,19.14,1800,Electric,5,Toyota,Manual,Silver,Unknown,1,Yes,736164,Юг
2016,13.64,4000,Petrol,3,Chevrolet,Automatic,Blue,Full,0,Yes,1049422,СПб
2015,14.65,4000,Diesel,2,BMW,Manual,Gray,Partial,1,Yes,1034065,Урал
1997,9.84,1200,Diesel,2,BMW,Manual,White,Unknown,0,Yes,219475,Юг
1996,8.1,2500,Diesel,4,Tesla,Manual,Silver,Unknown,0,Yes,419800,Юг
2019,21.58,2000,Diesel,3,Honda,Automatic,Blue,Unknown,1,Yes,699664,Юг
2022,15.53,1500,Petrol,2,Honda,Manual,Red,Partial,0,Yes,809084,СПб
2009,19.32,3000,Diesel,2,Volkswagen,Automatic,Blue,Partial,0,Yes,798598,Дальний Восток
2018,15.93,5000,Diesel,2,Volkswagen,Manual,Silver,Full,0,Yes,1194844,СПб
2011,15.37,2500,Petrol,1,Toyota,Automatic,Black,Unknown,0,Yes,934774,СПб
2002,16.4,5000,Petrol,2,Nissan,Manual,Black,Full,0,Yes,776851,Сибирь
1997,24.22,1500,Diesel,4,Volkswagen,Automatic,Silver,Unknown,0,Yes,406223,Сибирь
2015,19.04,2500,Diesel,5,Volkswagen,Automatic,Gray,Partial,0,No,551932,Дальний Восток
1995,22.39,3000,Electric,5,Chevrolet,Automatic,Red,Partial,1,Yes,920001,Сибирь
1997,22.89,2000,Diesel,4,Nissan,Automatic,Blue,Partial,0,Yes,457365,СПб
1997,10.79,1200,Diesel,5,Nissan,Manual,Red,Partial,0,Yes,340776,Москва
2016,17.16,2000,Petrol,4,BMW,Automatic,White,Full,0,Yes,592183,Дальний Восток
2012,13.59,2000,Diesel,4,Volkswagen,Automatic,White,Unknown,1,Yes,641625,Москва
2014,23.0,3000,Petrol,2,BMW,Automatic,Black,Partial,1,Yes,873758,СПб
2000,23.73,2000,Petrol,2,Chevrolet,Manual,Blue,Full,1,Yes,556941,Юг
2012,22.31,1500,Petrol,4,Kia,Manual,Black,Full,0,Yes,450386,Урал
2002,21.19,1200,Electric,3,Chevrolet,Automatic,Black,Full,1,Yes,724142,Урал
2022,14.9,1800,Petrol,2,Honda,Automatic,Red,Full,0,Yes,831903,СПб
2012,14.53,1800,Diesel,1,Kia,Manual,Blue,Full,2,Yes,689458,СПб
2004,22.24,3000,Electric,2,BMW,Automatic,Gray,Full,0,No,1014265,Урал
2023,15.41,800,Petrol,5,Volkswagen,Manual,Silver,Unknown,0,Yes,567149,Урал
2022,25.09,1800,Petrol,4,BMW,Manual,Silver,Full,0,Yes,873451,Дальний Восток
2017,18.65,1200,Petrol,2,Kia,Automatic,Gray,Partial,0,Yes,701585,Юг
2020,19.95,1500,Diesel,3,Honda,Manual,White,Unknown,0,Yes,695046,Дальний Восток
2014,6.51,2000,Petrol,5,BMW,Manual,Silver,Partial,0,Yes,492320,Юг
2015,27.26,1200,Electric,5,Kia,Manual,White,Full,0,Yes,998970,СПб
2022,10.18,3000,Petrol,1,Nissan,Automatic,Black,Full,0,No,968389,Сибирь
2008,24.62,3000,Diesel,4,Nissan,Manual,Black,Full,0,Yes,752853,Урал
2011,22.6,2000,Petrol,5,Ford,Automatic,Blue,Full,2,Yes,482617,Москва
2021,23.57,1000,Petrol,1,Honda,Manual,Blue,Unknown,0,No,785344,Дальний Восток
2019,17.78,2000,Petrol,4,BMW,Manual,Red,Full,0,No,651726,Дальний Восток
2010,14.52,4000,Electric,5,Hyundai,Automatic,White,Partial,0,Yes,944214,Урал
2000,27.31,1500,Electric,2,Kia,Manual,Black,Unknown,2,Yes,875580,Москва
2022,21.14,800,Diesel,4,Ford,Automatic,Silver,Unknown,0,No,500943,Дальний Восток
2023,20.53,3000,Diesel,1,Kia,Automatic,Gray,Full,0,Yes,1161527,СПб
2014,14.66,3000,Diesel,2,Tesla,Automatic,Silver,Full,0,Yes,973434,Москва
1998,10.58,5000,Petrol,4,Chevrolet,Manual,White,Full,2,Yes,849203,Юг
2016,27.29,1800,Diesel,2,Ford,Automatic,Blue,Full,0,Yes,910182,Дальний Восток
1997,17.56,1500,Electric,5,Hyundai,Automatic,Red,Unknown,0,Yes,538351,СПб
2001,15.19,5000,Petrol,3,Ford,Automatic,Red,Partial,0,Yes,821342,СПб
1999,24.53,4000,Electric,4,BMW,Manual,Blue,Partial,0,Yes,1136040,Урал
2010,27.68,5000,Petrol,4,Toyota,Manual,Red,Full,0,Yes,1094992,Урал
1998,21.96,2500,Petrol,3,Kia,Manual,Red,Full,0,Yes,727058,Дальний Восток
2006,16.55,1500,Petrol,2,Tesla,Manual,Blue,Partial,1,Yes,407190,Дальний Восток
2012,21.86,2000,Petrol,2,Kia,Automatic,Silver,Partial,0,Yes,616082,Сибирь
2000,21.84,2000,Diesel,5,Hyundai,Automatic,Blue,Full,0,Yes,511564,Дальний Восток
2007,7.18,2500,Diesel,2,Nissan,Automatic,Gray,Full,0,Yes,492118,Сибирь
2001,17.1,1200,Electric,1,Nissan,Automatic,Red,Partial,0,Yes,828802,Юг
2018,8.65,5000,Diesel,1,Nissan,Manual,Silver,Unknown,0,Yes,1084613,Москва
2015,17.11,2000,Petrol,5,Honda,Manual,Blue,Partial,2,Yes,546160,Сибирь
2007,23.0,4000,Petrol,4,Toyota,Manual,Blue,Unknown,0,Yes,915762,Сибирь
1998,24.1,3000,Diesel,5,Hyundai,Manual,Gray,Partial,0,Yes,375317,Москва
2017,22.55,1000,Diesel,3,Honda,Automatic,Blue,Full,0,No,779434,СПб
2020,10.47,1200,Diesel,3,Tesla,Automatic,Black,Partial,1,Yes,634535,Юг
2021,15.1,1200,Petrol,4,Honda,Manual,Red,Full,1,Yes,753294,Москва
2020,15.78,800,Petrol,3,Hyundai,Manual,Red,Full,0,Yes,667824,Юг
1997,24.0,2000,Petrol,3,Chevrolet,Manual,White,Unknown,2,Yes,477711,СПб
2011,17.89,2000,Petrol,3,Nissan,Manual,Red,Unknown,0,Yes,643530,Юг
2006,11.71,1200,Diesel,4,Tesla,Automatic,Red,Partial,0,Yes,446410,СПб
2022,18.75,5000,Petrol,4,Volkswagen,Automatic,Black,Full,0,Yes,1094904,СПб
2001,21.63,1800,Electric,2,Kia,Manual,Silver,Full,0,No,1065671,Урал
2019,20.26,1200,Petrol,1,BMW,Automatic,Black,Full,1,Yes,695079,Сибирь
2008,17.85,1500,Diesel,2,Ford,Manual,Silver,Unknown,2,No,534657,Дальний Восток
2012,24.32,3000,Petrol,3,Tesla,Automatic,Gray,Full,0,Yes,837943,Дальний Восток
2020,12.21,3000,Electric,1,Nissan,Automatic,Blue,Partial,0,No,1310953,СПб
2003,19.56,800,Electric,2,Ford,Automatic,Silver,Partial,0,Yes,714266,Сибирь
2021,14.37,2000,Petrol,5,Volkswagen,Automatic,White,Partial,1,Yes,736979,СПб
2009,20.31,800,Petrol,4,Tesla,Manual,Blue,Full,1,Yes,346022,Москва
2006,11.99,1200,Petrol,2,Kia,Manual,Blue,Full,1,Yes,395103,СПб
1995,21.26,5000,Petrol,1,Toyota,Manual,Gray,Full,0,Yes,1051738,Дальний Восток
2023,17.67,1000,Diesel,5,Honda,Automatic,Silver,Partial,0,No,465688,Москва
2010,18.25,2000,Petrol,5,BMW,Automatic,Red,Partial,0,Yes,559072,Урал
2013,19.6,5000,Diesel,1,BMW,Manual,Red,Full,0,Yes,1201272,Юг
2009,24.51,1000,Diesel,4,Honda,Automatic,Red,Full,1,Yes,625221,Юг
2011,17.67,1800,Diesel,5,Nissan,Manual,Red,Unknown,1,Yes,564069,Москва
2002,21.2,1200,Diesel,5,Toyota,Automatic,White,Partial,0,Yes,272074,Сибирь
2010,21.85,1500,Petrol,1,Volkswagen,Manual,Red,Unknown,0,Yes,680953,Дальний Восток
2003,20.84,1800,Electric,1,Chevrolet,Automatic,White,Partial,0,Yes,861582,Дальний Восток
2023,18.64,2500,Diesel,3,Tesla,Manual,Blue,Full,1,No,800362,Юг
2000,21.98,3000,Diesel,4,Ford,Manual,Black,Full,0,Yes,749778,Сибирь
2022,23.41,800,Petrol,2,Chevrolet,Automatic,White,Full,0,Yes,655832,Дальний Восток
2014,15.77,1800,Petrol,5,Kia,Manual,Red,Unknown,0,Yes,622891,СПб
2009,12.11,1200,Diesel,5,Hyundai,Automatic,Red,Full,0,No,324046,Москва
2019,20.61,4000,Petrol,2,Nissan,Manual,Red,Full,1,No,919074,Юг
2023,24.42,1000,Petrol,2,BMW,Manual,Blue,Partial,0,Yes,841691,СПб
2007,21.29,1200,Petrol,5,Kia,Manual,Black,Full,1,Yes,288511,Дальний Восток
2011,13.5,2500,Diesel,3,Volkswagen,Manual,Red,Partial,1,No,653886,СПб
2020,14.78,2500,Diesel,2,Ford,Automatic,White,Partial,1,Yes,793630,Урал
2017,20.7,5000,Petrol,1,Kia,Manual,Black,Partial,2,Yes,1507898,Юг
2018,22.34,1000,Petrol,2,Toyota,Automatic,Silver,Full,2,Yes,899844,Урал
2021,21.31,3000,Diesel,2,Volkswagen,Manual,Gray,Unknown,0,Yes,1088841,Москва
2015,18.66,2000,Diesel,1,Kia,Automatic,Blue,Full,1,No,881397,Юг
2010,15.95,3000,Petrol,2,Chevrolet,Automatic,Silver,Unknown,0,No,866878,Урал
1996,18.17,2500,Diesel,4,Nissan,Manual,White,Full,0,Yes,476155,Сибирь
2011,9.76,4000,Petrol,1,BMW,Manual,White,Full,1,Yes,974507,СПб
2010,17.07,800,Diesel,3,Chevrolet,Manual,Gray,Unknown,3,Yes,472988,СПб
2021,21.71,1000,Petrol,2,Tesla,Manual,Gray,Full,0,Yes,868482,Сибирь
2012,21.82,5000,Petrol,1,Volkswagen,Manual,White,Full,0,Yes,1232834,Урал
1997,23.56,3000,Petrol,3,Volkswagen,Manual,Silver,Full,0,Yes,702706,СПб
2010,19.63,1000,Diesel,3,BMW,Manual,Gray,Partial,1,Yes,492123,Сибирь
2020,8.4,3000,Diesel,5,Hyundai,Manual,Red,Full,0,Yes,761924,Дальний Восток
2011,13.14,5000,Diesel,1,BMW,Manual,Blue,Unknown,0,Yes,1287567,Дальний Восток
2009,17.94,1000,Diesel,5,Honda,Manual,Blue,Partial,1,No,262522,Урал
2022,22.88,2500,Petrol,5,Hyundai,Automatic,Gray,Full,0,No,931027,Юг
2010,28.35,3000,Petrol,4,BMW,Automatic,Silver,Full,1,No,901662,Урал
2004,18.77,4000,Diesel,4,BMW,Manual,Gray,Partial,0,No,775552,СПб
2017,22.47,1000,Petrol,2,Toyota,Manual,Gray,Full,1,Yes,785535,Юг
2015,18.5,1000,Electric,4,BMW,Manual,Red,Full,0,No,850926,Юг
